rownames	cd14_sample1	cd14_sample2	cd4_sample1	cd4_sample2	cd14_sample3	cd14_sample4	cd14_sample5	cd14_sample6	cd4_sample3	cd4_sample4	cd4_sample5	cd4_sample6
ZBTB42	59	0	0	1	38	68	93	26	213	105	225	102
ZBTB43	973	1,760	965	636	1,368	1,955	1,772	1,110	1,811	1,152	1,501	1,136
ZBTB44	915	783	1,357	1,086	527	794	852	1,367	1,652	1,418	1,418	1,747
ZBTB45	66	96	13	94	238	107	100	95	114	127	116	105
ZBTB46	24	53	90	151	25	6	11	56	113	90	156	182
ZBTB46-AS1	1	1	1	9	0	0	11	0	2	0	1	2
ZBTB47	24	131	67	15	399	170	230	89	6	2	0	2
ZBTB48	748	649	394	1,040	2,423	1,695	1,456	1,428	997	1,389	918	1,351
ZBTB49	239	402	168	646	708	638	451	538	564	546	578	922
ZBTB5	74	0	136	512	347	150	235	273	577	627	437	352
ZBTB6	237	88	376	224	359	444	157	227	918	862	594	213
ZBTB7A	356	320	151	289	1,301	641	808	434	486	262	401	466
ZBTB7B	175	251	90	161	1,230	787	457	470	304	204	273	284
ZBTB7C	0	6	0	0	0	0	15	0	0	0	26	19
ZBTB8A	48	335	189	68	122	65	78	57	16	9	32	49
ZBTB8B	2	156	67	2	1	0	43	0	0	0	0	4
ZBTB8OS	416	607	301	369	2,344	1,735	1,245	1,539	725	655	650	795
ZBTB9	60	697	323	111	247	330	396	179	1,029	967	788	330
ZC2HC1A	441	53	337	195	495	707	1,797	1,782	383	321	437	395
ZC2HC1B	0	0	1	0	0	0	1	3	0	9	0	0
ZC2HC1C	5	70	9	26	32	51	0	8	140	204	36	100
ZC3H10	318	977	0	244	980	776	869	297	452	633	796	57
ZC3H11A	2,092	1,954	3,673	3,824	2,639	4,822	4,533	5,419	7,826	8,357	7,515	8,932
ZC3H12A	190	365	531	500	1,658	881	601	1,053	1,119	1,076	1,329	1,261
ZC3H12B	4	5	181	262	3	6	227	21	406	232	249	350
ZC3H12C	73	1	19	12	86	230	109	334	20	0	32	6
ZC3H12D	110	26	770	668	238	268	386	262	893	905	1,125	1,691
ZC3H13	1,380	1,594	2,170	2,817	2,561	3,758	2,373	3,445	4,093	4,412	4,120	4,677
ZC3H14	660	126	979	896	1,204	2,114	2,264	2,842	2,154	2,392	3,316	2,630
ZC3H15	1,265	1,410	1,195	1,198	3,952	4,108	4,218	4,509	3,550	3,707	3,606	3,501
ZC3H18	481	380	559	382	715	859	830	846	852	1,026	1,019	942
ZC3H3	547	1,222	540	705	2,611	1,306	682	1,237	1,006	680	776	1,011
ZC3H4	99	83	190	184	636	469	403	353	367	381	334	624
ZC3H6	369	451	655	967	233	264	352	383	1,356	976	1,148	1,120
ZC3H7A	2,488	2,480	2,062	2,009	2,817	4,405	4,483	6,921	5,741	4,495	4,741	4,946
ZC3H7B	82	3	105	52	160	98	83	150	235	113	147	178
ZC3H8	41	103	682	208	202	400	199	401	940	1,172	629	696
ZC3HAV1	2,587	2,739	9,876	8,408	2,756	4,894	3,560	7,849	13,231	14,649	13,088	17,223
ZC3HAV1L	0	10	18	17	3	7	5	50	20	19	22	38
ZC3HC1	115	491	664	830	1,086	903	582	884	1,077	1,243	1,087	1,157
ZC4H2	159	155	251	73	46	68	160	151	455	314	330	656
ZCCHC10	642	1,572	703	403	1,609	1,618	1,648	1,672	1,525	1,446	1,348	843
ZCCHC11	601	927	2,066	2,895	451	946	953	787	3,520	4,294	3,586	3,865
ZCCHC12	0	0	1	19	0	0	0	20	0	0	0	0
ZCCHC13	9	0	0	0	0	0	0	0	0	0	0	0
ZCCHC14	102	516	322	292	229	246	282	270	456	288	432	306
ZCCHC16	0	0	1	18	0	0	1	0	0	0	0	3
ZCCHC17	460	594	864	490	2,479	2,523	1,666	2,371	1,975	1,888	1,850	1,416
ZCCHC18	0	0	12	100	0	28	0	5	139	125	394	121
ZCCHC2	393	46	336	225	161	290	262	136	206	238	187	358
ZCCHC24	370	2	3	0	284	568	760	486	22	0	13	37
ZCCHC3	142	135	154	270	431	584	622	338	583	528	578	427
ZCCHC4	320	292	390	251	254	257	337	152	700	802	925	771
ZCCHC5	1	0	0	0	0	0	0	0	0	0	0	0
ZCCHC6	6,396	4,113	1,076	1,773	3,723	8,479	6,716	7,458	2,895	2,875	2,924	3,102
ZCCHC7	591	382	1,160	1,275	473	792	1,049	1,635	1,802	1,389	2,090	2,296
ZCCHC8	681	1,012	815	1,175	618	1,298	1,059	1,675	1,417	1,498	1,764	1,949
ZCCHC9	373	294	119	416	1,020	1,021	476	938	822	832	1,085	603
ZCRB1	578	420	432	555	2,481	1,669	1,915	1,883	1,595	1,471	1,436	1,162
ZCWPW1	30	20	146	143	69	72	215	276	412	435	413	483
ZCWPW2	46	0	84	55	12	79	1	71	63	33	50	17
ZDBF2	89	5	262	521	3	11	6	38	381	565	386	555
ZDHHC1	44	0	1	0	28	52	349	333	8	0	11	0
ZDHHC11	45	0	27	63	21	7	18	36	30	94	109	217
ZDHHC12	703	1,073	279	318	4,973	2,802	1,882	1,987	1,361	1,427	1,098	1,109
ZDHHC13	293	1,196	273	539	468	818	195	1,064	1,194	1,159	1,184	1,048
ZDHHC14	19	3	0	71	17	82	81	88	39	24	78	42
ZDHHC15	37	0	0	134	0	14	68	1	5	31	81	67
ZDHHC16	348	341	225	541	2,236	1,718	1,166	985	672	1,389	920	949
ZDHHC17	997	681	1,181	1,027	1,254	1,611	1,404	2,307	1,926	2,065	1,702	2,297
ZDHHC18	185	486	318	346	297	209	1,053	327	700	257	436	886
ZDHHC19	4	2	0	0	90	8	8	0	5	0	3	0
ZDHHC2	557	794	513	390	946	791	1,344	1,075	809	641	1,081	896
ZDHHC20	4,297	5,637	1,853	1,271	8,416	7,198	3,439	6,470	3,108	3,599	2,780	2,377
ZDHHC21	225	2	640	428	200	297	306	555	593	583	506	558
ZDHHC22	2	0	0	0	0	0	3	0	0	0	0	0
ZDHHC23	99	1	8	1	0	6	51	43	46	108	77	259
ZDHHC24	103	140	200	85	1,031	863	587	461	453	321	350	525
ZDHHC3	1,236	1,564	696	636	8,150	5,190	3,804	2,738	1,532	1,562	1,390	1,387
ZDHHC4	394	351	430	543	2,395	1,331	1,157	1,821	1,584	1,491	1,073	1,230
ZDHHC5	1,528	1,808	1,599	1,946	4,871	5,290	3,461	3,995	5,302	4,536	4,825	3,311
ZDHHC6	1,392	2,293	982	1,333	3,097	4,382	4,005	3,785	4,414	4,402	4,642	3,661
ZDHHC7	6,967	5,751	815	992	8,498	13,315	15,276	14,436	1,968	2,565	2,510	2,836
ZDHHC8	61	43	48	149	161	107	198	209	119	109	130	321
ZDHHC8P1	6	5	9	1	0	0	10	3	0	2	1	3
ZDHHC9	123	0	142	15	478	430	108	140	612	480	267	336
ZEB1	125	1	1,460	685	5	3	0	97	1,722	2,462	2,149	2,990
ZEB1-AS1	0	0	194	96	0	0	0	31	112	170	366	193
ZEB2	10,727	13,717	93	871	14,547	21,556	18,461	19,727	819	268	117	633
ZEB2-AS1	118	105	1	18	24	28	40	44	0	0	0	0
ZER1	454	471	690	1,580	2,472	1,824	2,399	2,153	2,299	2,254	2,288	2,573
ZFAND1	473	695	1,229	651	764	627	1,300	1,527	2,092	1,516	1,934	1,788
ZFAND2A	485	388	328	223	1,563	1,137	853	1,331	860	643	518	1,028
ZFAND2B	540	716	514	1,056	3,314	2,317	2,253	2,440	2,287	2,434	2,422	2,696
ZFAND3	100	192	36	69	559	297	308	268	132	48	116	79
ZFAND4	204	238	676	567	110	297	493	241	1,001	750	1,003	821
ZFAND5	10,810	12,758	2,658	2,063	17,824	23,385	17,281	20,337	5,379	4,875	5,548	3,575
ZFAND6	2,104	2,437	1,099	1,318	10,010	6,478	6,170	5,437	4,249	3,688	4,402	3,526
ZFAS1	991	838	658	694	4,611	2,493	2,610	3,875	3,271	2,594	2,917	2,491
ZFAT	147	294	25	103	18	147	401	284	258	204	212	175
ZFAT-AS1	20	3	0	44	0	1	6	2	4	2	1	0
ZFC3H1	1,504	1,983	1,362	2,011	1,329	2,595	2,702	1,868	2,649	2,149	3,406	3,098
ZFHX2	18	0	21	28	3	26	45	0	6	0	0	0
ZFHX3	1,047	858	314	194	632	593	1,221	1,074	54	2	61	200
ZFHX4	205	149	226	26	9	1	24	1	4	9	12	58
ZFHX4-AS1	24	0	5	0	0	0	0	0	0	0	0	0
ZFP1	47	2	619	325	325	415	577	354	1,616	1,126	972	532
ZFP14	161	231	474	514	140	257	376	137	815	968	1,215	681
ZFP2	41	1	52	0	0	0	56	0	137	115	167	66
ZFP28	132	0	510	218	65	136	138	99	152	334	211	333
ZFP3	337	266	388	174	301	712	652	455	934	1,285	898	397
ZFP30	231	8	97	137	9	41	131	6	286	379	354	180
ZFP36	6,949	9,029	2,535	3,369	45,878	17,619	13,974	21,664	8,180	6,903	4,645	3,511
ZFP36L1	1,927	719	1,176	822	1,784	2,191	6,255	8,095	610	1,902	4,123	3,400
ZFP36L2	16,722	21,709	8,431	14,528	11,202	19,125	41,307	20,881	32,268	12,867	23,336	24,006
ZFP37	46	1	32	155	1	55	0	28	178	121	140	367
ZFP41	108	226	592	1,018	337	166	154	274	771	545	704	841
ZFP42	5	5	28	2	3	0	0	0	0	0	0	2
ZFP57	0	0	18	175	170	0	1	234	184	5	8	266
ZFP62	232	343	749	892	462	647	1,068	410	2,032	1,921	2,133	1,750
ZFP64	326	354	50	264	441	362	423	415	234	360	514	346
ZFP69	73	4	419	145	168	314	438	166	494	496	498	393
ZFP69B	0	91	0	77	3	76	85	75	161	193	128	176
ZFP82	238	0	287	465	29	235	233	176	1,078	1,045	1,176	904
ZFP90	507	731	1,176	976	301	465	1,054	907	2,167	2,186	2,460	1,635
ZFP91	682	405	408	368	1,879	1,419	1,539	1,699	1,346	1,204	1,002	1,638
ZFP91-CNTF	0	0	0	0	0	0	0	0	0	13	11	0
ZFP92	0	0	0	6	11	5	0	0	0	0	0	0
ZFPL1	485	95	167	331	1,571	839	634	1,042	434	701	722	624
ZFPM1	11	0	0	6	44	20	65	21	13	10	13	7
ZFPM2	15	0	90	9	0	0	0	0	0	0	0	3
ZFPM2-AS1	6	2	1	7	1	0	3	0	0	1	1	3
ZFR	3,078	3,789	2,027	2,733	3,887	5,457	6,097	6,833	6,884	7,486	6,663	5,396
ZFR2	5	0	3	1	1	0	0	0	26	33	39	57
ZFX	1,407	1,430	982	1,171	1,214	2,577	1,117	2,031	2,671	3,904	2,521	1,734
ZFX-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ZFY	461	1,597	566	443	316	1	636	828	1,199	0	1,258	921
ZFYVE1	851	1,248	317	728	1,395	1,831	1,650	1,351	772	1,035	887	776
ZFYVE16	2,046	2,280	855	825	1,346	2,529	2,124	2,636	551	970	742	603
ZFYVE19	441	214	260	277	785	889	832	689	610	812	773	1,039
ZFYVE21	805	1,112	163	20	2,175	1,546	1,614	1,652	610	697	766	707
ZFYVE26	641	366	216	251	498	705	659	916	623	339	575	424
ZFYVE27	1,535	412	953	1,129	2,154	2,029	2,060	1,472	2,487	3,008	3,416	2,729
ZFYVE28	31	0	173	762	140	108	289	153	1,030	628	696	1,277
ZFYVE9	3	0	125	46	3	52	8	0	152	62	113	417
ZG16	47	2	3	0	0	0	0	0	0	0	0	0
ZG16B	17	0	0	0	268	99	55	142	3	23	0	0
ZGLP1	54	46	4	0	291	159	135	206	71	119	57	179
ZGPAT	1,117	2,368	1,414	2,162	5,495	3,727	3,090	3,625	3,039	3,033	3,332	4,608
ZGRF1	5	102	355	359	16	88	136	123	151	495	325	315
ZHX1	699	968	410	626	1,003	1,197	1,314	1,774	1,644	1,241	1,251	1,192
ZHX1-C8orf76	35	53	34	7	81	33	213	60	67	79	45	54
ZHX2	307	256	718	902	910	456	321	580	2,195	2,126	2,397	3,367
ZHX3	99	609	503	527	312	327	398	297	337	211	258	517
ZIC1	0	0	0	0	0	0	0	0	2	0	0	0
ZIC2	0	0	0	0	0	0	0	0	0	0	0	0
ZIC3	0	0	0	0	0	9	0	0	1	0	0	0
ZIC4	55	0	4	0	0	0	64	0	7	0	14	12
ZIC5	11	142	0	0	11	17	6	9	22	0	11	3
ZIK1	21	0	4	199	1	139	0	75	747	672	439	581
ZIM2	1	2	36	0	0	10	3	0	18	7	2	23
ZIM2-AS1	3	3	14	7	0	1	4	1	1	2	0	0
ZIM3	0	1	23	1	1	0	11	0	5	0	2	16
ZKSCAN1	2,844	2,623	3,044	4,440	2,018	3,263	4,315	3,578	4,996	4,769	4,438	3,784
ZKSCAN2	313	171	145	28	178	273	306	8	400	282	305	161
ZKSCAN3	166	24	309	166	314	473	270	173	266	647	508	353
ZKSCAN4	254	1,068	468	118	328	655	371	473	865	431	619	376
ZKSCAN5	175	812	124	283	575	679	527	325	686	425	526	304
ZKSCAN7	4	225	112	128	90	74	21	5	204	183	209	164
ZKSCAN8	709	345	671	920	369	661	1,320	1,289	2,502	2,626	1,749	1,121
ZMAT1	177	217	702	761	49	194	569	282	887	1,402	1,186	1,263
ZMAT2	1,227	1,420	778	817	2,699	2,420	1,624	2,116	1,763	1,752	2,117	1,964
ZMAT3	768	389	2,478	931	604	952	353	908	1,215	1,884	1,473	1,158
ZMAT4	1	0	115	1	0	1	9	17	0	1	7	0
ZMAT5	506	530	152	248	2,035	1,633	1,378	1,283	616	620	638	680
ZMIZ1	1,356	1,515	229	271	3,211	1,952	2,329	2,524	141	339	445	578
ZMIZ1-AS1	0	0	31	153	1	19	3	0	41	100	95	49
ZMIZ2	353	250	408	422	699	425	716	495	485	364	453	948
ZMPSTE24	1,417	1,442	683	1,366	3,089	3,869	2,530	3,238	2,320	3,077	1,966	970
ZMYM1	324	137	233	775	200	279	590	468	679	1,019	651	935
ZMYM2	1,865	1,012	1,935	1,816	2,452	2,367	2,262	2,777	4,271	2,737	2,933	3,662
ZMYM3	126	23	420	374	511	372	450	549	406	331	476	560
ZMYM4	1,267	1,974	1,499	1,713	1,489	2,840	2,243	3,071	2,468	2,561	2,229	1,995
ZMYM5	711	927	1,097	1,448	1,118	1,147	1,444	1,753	1,693	1,616	1,726	1,678
ZMYM6	1,432	1,204	952	1,512	1,492	2,357	2,372	2,474	2,123	2,396	2,094	2,067
ZMYM6NB	748	1,061	977	1,357	4,356	3,475	3,066	3,858	3,841	4,256	4,625	3,182
ZMYND10	2	0	5	0	25	48	4	35	35	24	15	62
ZMYND11	333	1,145	1,103	1,783	811	1,230	1,123	1,867	3,423	3,519	4,234	3,278
ZMYND12	7	10	25	1	1	38	44	16	18	0	0	37
ZMYND15	44	46	0	0	46	20	142	26	7	0	0	0
ZMYND19	142	0	98	147	59	116	293	169	496	152	442	764
ZMYND8	854	1,692	1,062	1,143	872	1,511	1,158	1,043	1,804	1,931	2,225	3,258
ZNF10	10	0	550	239	114	52	4	106	688	661	856	834
ZNF100	314	267	255	196	322	722	548	631	263	688	357	496
ZNF101	342	56	2,301	2,397	686	608	555	633	8,473	7,439	3,995	5,537
ZNF106	6,243	9,136	1,394	2,078	8,885	13,401	10,682	10,958	3,299	4,043	4,209	3,084
ZNF107	60	344	2,065	1,278	383	462	765	169	2,915	2,384	3,034	2,220
ZNF112	66	0	1	0	0	30	20	0	0	0	66	41
ZNF114	12	5	5	7	1	18	48	3	6	0	1	35
ZNF117	244	122	296	74	220	1,084	620	490	276	486	229	183
ZNF12	741	1,490	692	1,453	674	1,492	1,240	1,197	2,545	2,232	2,832	1,582
ZNF121	269	9	248	124	168	170	150	122	737	374	408	293
ZNF124	242	663	375	234	449	721	309	304	760	540	410	309
ZNF131	494	776	1,058	983	1,259	1,189	1,656	1,932	3,252	2,738	2,715	3,052
ZNF132	7	0	243	135	29	76	133	0	332	115	246	209
ZNF133	410	46	234	332	225	377	790	408	515	846	479	717
ZNF134	154	0	214	483	592	669	512	636	1,443	1,464	1,341	725
ZNF135	70	3	47	2	0	0	1	0	71	39	121	161
ZNF136	443	697	973	632	412	473	887	816	1,466	1,284	1,718	1,729
ZNF137P	24	112	88	58	26	46	50	43	168	119	175	182
ZNF138	42	12	437	206	104	143	134	230	749	770	746	906
ZNF14	61	33	528	221	161	520	557	166	2,917	2,707	2,657	1,616
ZNF140	507	341	801	938	592	1,152	1,137	1,167	2,118	2,115	2,248	1,642
ZNF141	98	107	154	155	126	221	371	244	437	509	510	263
ZNF142	319	986	490	520	998	930	2,209	880	978	1,037	1,360	1,103
ZNF143	1,196	757	787	475	2,062	2,090	2,297	2,355	1,813	1,605	2,134	1,460
ZNF146	1,327	1,668	2,793	3,810	2,016	3,541	3,729	4,198	8,971	8,715	7,928	5,189
ZNF148	2,259	2,866	1,863	1,927	2,032	2,428	1,965	3,609	4,284	3,509	3,063	3,543
ZNF154	8	12	355	37	21	42	41	173	110	234	196	1,177
ZNF155	70	119	245	87	295	235	237	174	503	386	428	176
ZNF157	0	0	12	26	0	0	0	0	0	22	18	15
ZNF16	54	2	4	10	378	254	635	601	468	704	587	472
ZNF160	925	203	1,689	1,151	358	1,591	1,043	1,638	2,416	2,678	3,044	2,324
ZNF165	3	8	83	73	15	23	1	0	30	99	22	75
ZNF169	80	196	314	624	185	345	168	280	381	431	512	406
ZNF17	71	627	389	224	217	476	492	305	823	1,178	579	470
ZNF174	212	449	110	520	406	424	455	312	390	636	495	576
ZNF175	0	131	459	23	95	196	152	32	159	324	308	56
ZNF177	20	0	91	177	0	68	67	86	53	138	142	104
ZNF18	495	413	488	687	536	696	543	834	1,042	1,095	1,195	1,089
ZNF180	437	526	753	472	317	549	585	410	711	818	862	899
ZNF181	144	6	1,236	805	303	488	420	370	1,850	2,352	2,034	1,267
ZNF182	746	344	1,143	477	395	757	312	348	1,204	1,360	1,444	953
ZNF184	32	0	532	206	365	403	637	335	1,376	1,005	1,534	973
ZNF185	1,786	2,295	0	97	3,209	5,643	3,225	6,257	218	285	267	392
ZNF189	134	268	239	240	355	303	307	157	270	317	449	307
ZNF19	73	58	151	64	85	78	361	176	212	242	175	131
ZNF192P1	0	0	37	16	0	116	0	60	4	10	2	58
ZNF195	451	467	1,355	648	1,126	1,131	1,120	1,389	1,854	2,140	1,390	1,704
ZNF197	113	52	189	41	433	346	94	270	519	621	712	357
ZNF197-AS1	16	0	0	0	0	0	0	0	0	0	11	3
ZNF2	131	394	385	224	275	352	450	230	626	484	620	335
ZNF20	184	395	156	106	379	501	560	114	219	178	422	231
ZNF200	378	1,015	373	839	490	608	983	505	1,217	1,579	1,575	774
ZNF202	336	71	916	483	399	632	765	698	1,842	1,357	953	1,608
ZNF204P	0	24	748	448	0	0	0	16	846	404	866	1,013
ZNF205	84	0	0	38	77	35	157	109	13	3	1	21
ZNF205-AS1	1	2	3	12	0	28	0	0	17	53	35	38
ZNF207	2,435	4,057	2,988	3,084	13,054	12,250	8,639	9,818	8,738	7,370	7,088	7,718
ZNF208	123	4	817	272	0	15	0	64	306	800	580	855
ZNF211	947	477	935	1,431	891	1,298	1,548	1,740	2,649	2,411	3,083	2,902
ZNF212	275	499	561	318	1,181	641	1,022	503	1,067	874	849	635
ZNF213	58	90	50	113	563	231	115	288	144	213	210	198
ZNF213-AS1	21	18	57	87	36	14	56	15	76	87	76	123
ZNF214	5	0	1	0	7	0	0	0	9	0	0	0
ZNF215	58	0	1	84	1	11	6	35	14	0	11	18
ZNF217	1,501	1,352	920	661	1,794	1,555	1,821	735	1,242	1,281	1,174	710
ZNF219	34	66	39	69	186	120	118	28	89	48	83	110
ZNF22	579	472	858	1,030	2,125	2,133	2,578	1,892	3,478	3,948	3,166	2,276
ZNF221	42	2	133	109	137	6	1	44	21	30	50	15
ZNF222	102	0	99	55	103	215	193	90	276	422	293	99
ZNF223	113	11	134	95	198	177	177	164	213	375	174	297
ZNF224	52	72	53	102	25	73	104	130	201	190	185	251
ZNF225	138	633	191	98	251	555	401	351	297	605	662	268
ZNF226	309	349	745	1,413	810	1,194	1,170	798	1,771	2,490	1,910	1,633
ZNF227	320	571	463	615	564	406	526	703	1,298	2,070	1,500	833
ZNF229	20	171	5	81	0	0	0	15	40	140	121	133
ZNF23	106	11	1,110	648	300	405	223	586	2,570	1,381	830	1,303
ZNF230	431	297	289	103	776	726	1,006	427	522	690	719	292
ZNF232	80	219	145	80	209	327	332	132	296	552	341	210
ZNF233	47	0	230	42	5	59	64	15	35	76	116	167
ZNF234	107	78	523	35	128	333	660	383	657	631	1,048	619
ZNF235	88	1	522	827	188	369	569	52	403	607	601	716
ZNF236	430	247	754	1,268	544	686	704	451	1,125	991	1,327	1,185
ZNF239	41	8	178	99	1	2	34	84	331	448	274	162
ZNF24	1,838	4,010	3,046	2,135	2,479	3,964	4,878	4,891	5,146	5,147	5,609	3,338
ZNF248	259	243	765	591	26	241	632	437	1,007	1,953	2,099	1,365
ZNF25	390	538	823	369	716	1,053	908	1,327	1,015	1,108	1,382	771
ZNF250	286	98	239	80	271	494	606	355	608	626	655	340
ZNF251	1	231	455	414	114	97	248	189	1,381	764	1,140	927
ZNF252P	542	259	256	799	482	760	632	573	472	973	943	661
ZNF252P-AS1	0	60	258	173	37	30	59	1	89	40	89	55
ZNF253	98	456	255	266	12	61	100	2	1,016	1,026	601	553
ZNF254	209	154	565	703	527	573	415	458	1,380	1,224	1,194	869
ZNF256	70	2	5	290	79	203	11	247	911	574	587	619
ZNF257	69	97	416	125	5	21	0	5	191	171	273	17
ZNF26	251	203	549	862	643	867	1,220	956	2,242	1,672	1,560	1,307
ZNF260	348	478	686	883	317	699	592	869	1,250	2,037	1,985	1,141
ZNF263	683	1,202	916	764	1,272	1,358	2,325	1,087	2,271	2,101	2,613	1,726
ZNF264	406	784	890	964	550	576	377	574	995	940	932	740
ZNF266	764	550	3,124	2,629	1,332	1,776	1,806	1,264	4,982	3,812	3,133	2,765
ZNF267	1,243	1,229	601	555	2,146	2,524	2,784	2,466	2,364	1,893	1,638	1,187
ZNF268	662	760	1,075	1,121	813	894	1,201	1,043	2,579	3,197	2,299	1,907
ZNF271P	1,542	1,861	1,534	1,042	1,521	3,314	1,969	2,907	1,925	2,034	2,198	2,049
ZNF273	277	8	276	278	89	235	41	180	557	484	504	315
ZNF274	393	702	900	1,212	1,456	893	993	1,082	2,800	2,281	2,516	3,277
ZNF275	134	0	441	693	398	411	749	325	1,128	1,200	784	570
ZNF276	758	816	1,244	2,555	2,339	1,329	1,130	1,375	4,648	4,789	4,333	6,127
ZNF277	853	434	192	375	511	708	1,052	1,659	891	858	884	970
ZNF28	416	1,656	1,430	926	453	2,206	1,618	886	1,335	2,689	2,254	854
ZNF280A	0	0	0	1	0	0	0	0	0	0	0	0
ZNF280B	20	94	514	421	1	59	1	9	518	573	556	714
ZNF280C	127	8	292	46	283	136	233	275	242	536	281	245
ZNF280D	540	435	685	500	388	665	879	1,074	1,051	665	747	906
ZNF281	1,517	1,773	1,247	2,037	1,970	2,769	2,130	3,139	2,560	3,164	2,320	2,191
ZNF282	30	8	66	1	227	166	58	103	54	129	122	152
ZNF283	76	126	178	166	78	74	180	70	159	115	130	193
ZNF284	7	100	107	0	5	5	13	14	22	165	57	51
ZNF285	10	0	249	0	0	53	5	84	89	77	160	248
ZNF286A	53	6	371	577	53	120	230	124	1,326	1,009	1,137	687
ZNF286B	88	261	177	92	9	5	93	10	74	152	121	81
ZNF287	0	0	124	372	37	197	164	77	1,321	1,247	833	774
ZNF292	2,520	2,738	4,999	5,411	1,115	2,555	1,723	2,387	7,457	6,730	5,588	5,782
ZNF295-AS1	7	2	0	1	4	1	0	3	3	3	6	2
ZNF296	66	43	68	59	461	288	218	565	93	51	34	35
ZNF3	384	980	996	630	1,663	1,537	1,193	1,860	3,416	2,721	2,623	1,878
ZNF30	252	72	753	685	40	91	148	28	772	1,071	933	722
ZNF30-AS1	0	0	0	0	0	0	0	0	3	5	0	1
ZNF300	167	0	123	136	29	132	223	200	308	73	222	633
ZNF300P1	10	0	83	7	24	0	35	2	1	0	0	4
ZNF302	409	865	1,254	1,391	506	1,144	1,411	1,162	3,718	2,912	3,741	2,344
ZNF304	61	42	448	259	332	232	79	381	541	736	649	592
ZNF311	80	3	119	87	8	14	5	0	19	44	25	93
ZNF316	499	660	473	801	732	524	969	458	525	327	651	1,012
ZNF317	1,231	1,572	1,422	2,654	2,533	3,610	3,355	2,579	4,668	4,010	3,439	3,141
ZNF318	296	523	630	574	1,087	894	1,143	1,506	697	796	1,103	1,322
ZNF319	205	234	258	229	869	760	486	486	460	477	573	487
ZNF32	134	293	132	175	749	703	1,108	954	1,543	1,192	1,938	1,563
ZNF32-AS1	6	27	9	28	29	21	39	22	66	70	66	75
ZNF32-AS2	0	27	9	18	8	8	10	10	40	39	40	81
ZNF32-AS3	39	61	17	22	0	0	0	0	0	0	0	4
ZNF320	47	699	249	296	515	418	284	195	664	691	865	608
ZNF321P	153	114	67	82	221	115	250	140	180	137	277	242
ZNF322	879	1,126	1,762	626	687	1,596	1,826	521	925	1,089	997	913
ZNF324	98	305	329	495	1,095	682	1,768	715	1,348	1,239	1,377	1,450
ZNF324B	10	0	1	0	22	10	24	10	11	110	11	14
ZNF326	291	624	83	244	786	908	885	577	633	626	436	504
ZNF329	59	5	216	437	1	53	0	51	311	243	176	266
ZNF330	1,110	1,864	412	648	2,748	2,840	3,382	2,798	2,869	2,017	1,980	1,459
ZNF331	183	461	1,089	764	575	805	770	189	2,219	1,334	1,726	1,514
ZNF333	803	977	550	388	1,420	1,414	1,433	1,469	1,292	1,207	1,041	1,355
ZNF334	1	120	1	0	0	8	61	0	21	0	14	34
ZNF335	826	703	1,145	1,746	2,155	1,708	1,615	1,154	2,350	2,041	1,912	2,904
ZNF337	372	290	1,102	1,311	362	547	798	870	2,274	2,250	2,538	2,596
ZNF337-AS1	25	46	34	22	9	2	8	31	92	58	58	125
ZNF33A	2,330	734	2,014	2,037	839	2,004	2,774	2,517	4,973	4,523	4,820	3,075
ZNF33B	487	508	1,993	2,366	234	993	800	848	1,992	3,638	2,926	2,051
ZNF33BP1	0	40	21	0	0	0	0	0	24	0	7	0
ZNF34	175	227	130	294	318	356	294	1,202	252	273	481	597
ZNF341	179	80	106	140	427	658	381	326	213	209	251	198
ZNF341-AS1	0	0	21	0	16	9	26	15	0	0	0	0
ZNF343	290	5	371	799	523	407	521	474	834	797	740	736
ZNF345	66	199	486	454	201	256	437	139	737	823	1,041	429
ZNF346	469	1,182	990	826	1,017	1,070	1,375	985	1,368	1,616	1,926	1,285
ZNF347	107	21	318	177	24	208	554	85	381	314	326	483
ZNF35	58	369	121	0	260	398	362	48	33	104	99	33
ZNF350	706	1,371	183	896	1,723	1,745	1,942	1,897	1,483	1,267	1,585	1,332
ZNF350-AS1	1	0	1	15	0	2	0	21	0	0	6	4
ZNF354A	467	1,317	329	374	791	1,374	1,637	1,474	920	1,737	1,347	1,059
ZNF354B	106	42	168	64	116	220	407	633	442	410	583	466
ZNF354C	0	0	78	203	12	61	28	46	228	328	205	206
ZNF358	33	5	0	0	89	55	44	57	11	23	19	46
ZNF362	328	1,261	369	417	2,218	1,240	1,384	1,646	1,246	820	903	867
ZNF365	10	251	120	67	21	1	13	61	389	136	289	404
ZNF366	353	910	97	5	328	958	595	261	8	0	5	12
ZNF367	0	0	421	88	65	17	41	32	340	133	199	225
ZNF37A	674	1,250	1,186	1,882	359	1,037	666	476	2,247	2,880	1,878	1,788
ZNF37BP	691	1,440	2,017	1,683	211	814	823	976	2,319	2,121	2,116	2,841
ZNF382	37	0	346	379	33	42	35	42	655	215	705	550
ZNF383	284	184	474	352	403	310	706	296	984	916	986	542
ZNF384	632	1,691	889	1,639	2,064	2,535	2,199	2,204	2,618	2,596	2,831	2,737
ZNF385A	3,051	3,274	56	5	6,156	6,490	7,931	7,327	39	23	30	22
